개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3740000,202537400000808083,경기도 수원시,경기도 수원시 영통구 광교호수공원로 139,경기도 수원시 영통구 하동 1023,생활방범,1,200,,30,,031-5191-3308,37.27745,127.0603,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:41
3740000,202537400000808084,경기도 수원시,경기도 수원시 영통구 이의동 1378-28,경기도 수원시 영통구 이의동 1378-28,생활방범,4,200,,30,,031-5191-3308,37.29742,127.0421,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808085,경기도 수원시,경기도 수원시 영통구 하동 1038,경기도 수원시 영통구 하동 1038,생활방범,4,200,,30,,031-5191-3308,37.29181,127.0696,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808086,경기도 수원시,경기도 수원시 영통구 월드컵로150번길 26,경기도 수원시 영통구 원천동 572-3,생활방범,5,200,,30,,031-5191-3308,37.27803,127.0502,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808087,경기도 수원시,경기도 수원시 영통구 광교중앙로37번길 46,경기도 수원시 영통구 원천동 573-4,생활방범,4,200,,30,,031-5191-3308,37.27816,127.0512,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808088,경기도 수원시,경기도 수원시 영통구 원천동 562-1,경기도 수원시 영통구 원천동 562-1,생활방범,3,200,,30,,031-5191-3308,37.27777,127.0481,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808089,경기도 수원시,경기도 수원시 영통구 이의동 1090-28,경기도 수원시 영통구 이의동 1090-28,생활방범,1,200,,30,,031-5191-3308,37.29502,127.0354,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808090,경기도 수원시,경기도 수원시 영통구 월드컵로97번길 67,경기도 수원시 영통구 원천동 618,생활방범,4,200,,30,,031-5191-3308,37.27514,127.0511,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808091,경기도 수원시,경기도 수원시 영통구 광교호수로152번길 24,경기도 수원시 영통구 하동 1028,생활방범,1,200,,30,,031-5191-3308,37.27952,127.0711,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808092,경기도 수원시,경기도 수원시 영통구 광교호수로152번길 24,경기도 수원시 영통구 하동 1028,생활방범,1,200,,30,,031-5191-3308,37.28102,127.0711,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808093,경기도 수원시,경기도 수원시 영통구 하동 1049,경기도 수원시 영통구 하동 1049,생활방범,1,200,,30,,031-5191-3308,37.29556,127.0826,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808094,경기도 수원시,경기도 수원시 영통구 이의동 1378-1,경기도 수원시 영통구 이의동 1378-1,생활방범,3,200,,30,,031-5191-3308,37.30052,127.0453,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808095,경기도 수원시,경기도 수원시 영통구 광교로 146,경기도 수원시 영통구 이의동 1329,생활방범,1,200,,30,,031-5191-3308,37.29284,127.0491,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808096,경기도 수원시,경기도 수원시 영통구 원천동 605,경기도 수원시 영통구 원천동 605,생활방범,5,200,,30,,031-5191-3308,37.27306,127.0596,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808097,경기도 수원시,경기도 수원시 영통구 하동 1019-3,경기도 수원시 영통구 하동 1019-3,생활방범,1,200,,30,,031-5191-3308,37.28459,127.0637,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808098,경기도 수원시,경기도 수원시 영통구 광교호수로 309,경기도 수원시 영통구 하동 998,생활방범,1,200,,30,,031-5191-3308,37.28693,127.077,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808099,경기도 수원시,경기도 수원시 영통구 이의동 1187-23,경기도 수원시 영통구 이의동 1187-23,생활방범,1,200,,30,,031-5191-3308,37.30938,127.0418,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808100,경기도 수원시,경기도 수원시 영통구 웰빙타운로36번길 46-127,경기도 수원시 영통구 이의동 1216,생활방범,1,200,,30,,031-5191-3308,37.30939,127.0523,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808101,경기도 수원시,경기도 수원시 영통구 이의동 1219-1,경기도 수원시 영통구 이의동 1219-1,생활방범,1,200,,30,,031-5191-3308,37.31035,127.0531,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808102,경기도 수원시,경기도 수원시 영통구 웰빙타운로36번길 46-252,경기도 수원시 영통구 이의동 1222-5,생활방범,1,200,,30,,031-5191-3308,37.31177,127.0542,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808103,경기도 수원시,경기도 수원시 영통구 웰빙타운로36번길 46-229,경기도 수원시 영통구 이의동 1221-3,생활방범,1,200,,30,,031-5191-3308,37.31221,127.0553,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808104,경기도 수원시,경기도 수원시 영통구 웰빙타운로 20,경기도 수원시 영통구 이의동 1385-1,생활방범,1,200,,30,,031-5191-3308,37.30614,127.0516,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808105,경기도 수원시,경기도 수원시 영통구 웰빙타운로 73,경기도 수원시 영통구 이의동 1183,생활방범,1,200,,30,,031-5191-3308,37.30551,127.0439,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808106,경기도 수원시,경기도 수원시 영통구 이의동 1373-19,경기도 수원시 영통구 이의동 1373-19,생활방범,1,200,,30,,031-5191-3308,37.30359,127.0487,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:42
3740000,202537400000808107,경기도 수원시,경기도 수원시 영통구 이의동 1378-23,경기도 수원시 영통구 이의동 1378-23,생활방범,1,200,,30,,031-5191-3308,37.30346,127.0383,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808108,경기도 수원시,경기도 수원시 영통구 대학1로8번길 70-2,경기도 수원시 영통구 이의동 1269-1,생활방범,1,200,,30,,031-5191-3308,37.29781,127.0451,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808109,경기도 수원시,경기도 수원시 영통구 이의동 1232-2,경기도 수원시 영통구 이의동 1232-2,생활방범,1,200,,30,,031-5191-3308,37.29892,127.0592,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808110,경기도 수원시,경기도 수원시 영통구 센트럴타운로 85,경기도 수원시 영통구 이의동 1332,생활방범,2,200,,30,,031-5191-3308,37.28969,127.0511,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808111,경기도 수원시,경기도 수원시 영통구 도청로17번길 23,경기도 수원시 영통구 이의동 1339,생활방범,1,200,,30,,031-5191-3308,37.28547,127.0537,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808112,경기도 수원시,경기도 수원시 영통구 센트럴타운로22번길 25,경기도 수원시 영통구 이의동 1327,생활방범,1,200,,30,,031-5191-3308,37.28958,127.0579,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808113,경기도 수원시,경기도 수원시 영통구 센트럴파크로 60,경기도 수원시 영통구 이의동 1381-7,생활방범,1,200,,30,,031-5191-3308,37.29138,127.0599,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808114,경기도 수원시,경기도 수원시 영통구 광교호수로 75,경기도 수원시 영통구 하동 1024,생활방범,1,200,,30,,031-5191-3308,37.27916,127.0663,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808115,경기도 수원시,경기도 수원시 영통구 광교호수로 75,경기도 수원시 영통구 하동 1024,생활방범,2,200,,30,,031-5191-3308,37.28093,127.0654,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808116,경기도 수원시,경기도 수원시 영통구 하동 1020,경기도 수원시 영통구 하동 1020,생활방범,1,200,,30,,031-5191-3308,37.28799,127.0665,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808117,경기도 수원시,경기도 수원시 영통구 센트럴파크로 34 (광교센트럴타운62단지),경기도 수원시 영통구 하동 1013,생활방범,1,200,,30,,031-5191-3308,37.28967,127.0619,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808118,경기도 수원시,경기도 수원시 영통구 하동 999,경기도 수원시 영통구 하동 999,생활방범,1,200,,30,,031-5191-3308,37.28865,127.0681,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808119,경기도 수원시,경기도 수원시 영통구 광교호수로 171,경기도 수원시 영통구 하동 1000,생활방범,2,200,,30,,031-5191-3308,37.28433,127.0747,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808120,경기도 수원시,경기도 수원시 영통구 광교호수로 127,경기도 수원시 영통구 하동 996,생활방범,1,200,,30,,031-5191-3308,37.28943,127.0776,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808121,경기도 수원시,경기도 수원시 영통구 광교호수로 127,경기도 수원시 영통구 하동 995,생활방범,2,200,,30,,031-5191-3308,37.28857,127.0732,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808122,경기도 수원시,경기도 수원시 영통구 광교중앙로 244,경기도 수원시 영통구 하동 987-5,생활방범,1,200,,30,,031-5191-3308,37.29231,127.0671,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808123,경기도 수원시,경기도 수원시 영통구 법조로149번길 101,경기도 수원시 영통구 하동 968-2,생활방범,1,200,,30,,031-5191-3308,37.29392,127.0687,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808124,경기도 수원시,경기도 수원시 영통구 법조로150번길 19 (호수마을광교상록아파트),경기도 수원시 영통구 하동 992,생활방범,2,200,,30,,031-5191-3308,37.29255,127.0729,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808125,경기도 수원시,경기도 수원시 영통구 법조로149번길 269,경기도 수원시 영통구 하동 965-7,생활방범,4,200,,30,,031-5191-3308,37.29327,127.0704,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808126,경기도 수원시,경기도 수원시 영통구 광교호수로 75,경기도 수원시 영통구 하동 1031,생활방범,1,200,,30,,031-5191-3308,37.28224,127.0599,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808127,경기도 수원시,경기도 수원시 영통구 광교호수로 75,경기도 수원시 영통구 하동 1024,생활방범,1,200,,30,,031-5191-3308,37.28291,127.0642,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808128,경기도 수원시,경기도 수원시 영통구 광교호수공원로 102,경기도 수원시 영통구 하동 1023,생활방범,1,200,,30,,031-5191-3308,37.27561,127.0642,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808129,경기도 수원시,경기도 수원시 영통구 하동 999,경기도 수원시 영통구 하동 999,생활방범,1,200,,30,,031-5191-3308,37.28901,127.0711,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:43
3740000,202537400000808130,경기도 수원시,경기도 수원시 영통구 하동 999,경기도 수원시 영통구 하동 999,생활방범,1,200,,30,,031-5191-3308,37.28605,127.0717,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808131,경기도 수원시,경기도 수원시 영통구 광교호수로 127,경기도 수원시 영통구 하동 996,생활방범,2,200,,30,,031-5191-3308,37.29056,127.0775,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808132,경기도 수원시,경기도 수원시 영통구 광교호수공원로 102,경기도 수원시 영통구 하동 1023,생활방범,1,200,,30,,031-5191-3308,37.28708,127.0662,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808133,경기도 수원시,경기도 수원시 영통구 하동 999,경기도 수원시 영통구 하동 999,생활방범,1,200,,30,,031-5191-3308,37.28585,127.0694,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808134,경기도 수원시,경기도 수원시 영통구 하동 999,경기도 수원시 영통구 하동 999,생활방범,1,200,,30,,031-5191-3308,37.28642,127.0707,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808135,경기도 수원시,경기도 수원시 영통구 광교호수로 127,경기도 수원시 영통구 하동 995,생활방범,5,200,,30,,031-5191-3308,37.29331,127.0769,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808136,경기도 수원시,경기도 수원시 영통구 이의동 1360-1,경기도 수원시 영통구 이의동 1360-1,생활방범,2,200,,30,,031-5191-3308,37.28616,127.0415,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808137,경기도 수원시,경기도 수원시 영통구 이의동 1283,경기도 수원시 영통구 이의동 1283,생활방범,4,200,,30,,031-5191-3308,37.29541,127.0371,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808138,경기도 수원시,경기도 수원시 영통구 창룡대로256번길 14,경기도 수원시 영통구 이의동 1284-1,생활방범,3,200,,30,,031-5191-3308,37.29502,127.0375,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808139,경기도 수원시,경기도 수원시 영통구 이의동 916,경기도 수원시 영통구 이의동 916,생활방범,1,200,,30,,031-5191-3308,37.29656,127.0409,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808140,경기도 수원시,경기도 수원시 영통구 이의동 1382,경기도 수원시 영통구 이의동 1382,생활방범,3,200,,30,,031-5191-3308,37.31224,127.0395,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808141,경기도 수원시,경기도 수원시 영통구 이의동 1382,경기도 수원시 영통구 이의동 1382,생활방범,3,200,,30,,031-5191-3308,37.31009,127.0387,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808142,경기도 수원시,경기도 수원시 권선구 경수대로409번길 14,경기도 수원시 권선구 권선동 941-10,생활방범,4,200,,30,,031-5191-3004,37.26309,127.0241,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808143,경기도 수원시,경기도 수원시 권선구 세권로181번길 30-1,경기도 수원시 권선구 권선동 1053-14,생활방범,5,200,,30,,031-5191-3004,37.25695,127.0247,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808144,경기도 수원시,경기도 수원시 권선구 세권로315번길 1,경기도 수원시 권선구 권선동 1283-13,생활방범,4,200,,30,,031-5191-3004,37.25197,127.0385,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808145,경기도 수원시,경기도 수원시 권선구 세권로304번길 12-3,경기도 수원시 권선구 권선동 1289-4,생활방범,5,200,,30,,031-5191-3004,37.25169,127.0366,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808146,경기도 수원시,경기도 수원시 권선구 세권로166번길 9-15,경기도 수원시 권선구 권선동 1061-14,생활방범,4,200,,30,,031-5191-3004,37.25546,127.023,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808147,경기도 수원시,경기도 수원시 권선구 동수원로285번길 24,경기도 수원시 권선구 권선동 1168-7,생활방범,4,200,,30,,031-5191-3004,37.25551,127.0345,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808148,경기도 수원시,경기도 수원시 권선구 세지로112번길 7-1,경기도 수원시 권선구 권선동 951-26,생활방범,4,200,,30,,031-5191-3004,37.26161,127.0198,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808149,경기도 수원시,경기도 수원시 권선구 세지로66번길 43,경기도 수원시 권선구 권선동 994-15,생활방범,6,200,,30,,031-5191-3004,37.25733,127.0195,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808150,경기도 수원시,경기도 수원시 권선구 세권로94번길 43,경기도 수원시 권선구 세류동 1018-29,생활방범,4,200,,30,,031-5191-3004,37.25605,127.0146,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808151,경기도 수원시,경기도 수원시 권선구 정조로536번길 22,경기도 수원시 권선구 세류동 534-10,생활방범,4,200,,30,,031-5191-3004,37.25683,127.0128,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808152,경기도 수원시,경기도 수원시 권선구 정조로388번길 21,경기도 수원시 권선구 세류동 1159-7,생활방범,5,200,,30,,031-5191-3004,37.24435,127.0161,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:44
3740000,202537400000808153,경기도 수원시,경기도 수원시 권선구 세지로56번길 37,경기도 수원시 권선구 세류동 1075-11,생활방범,5,200,,30,,031-5191-3004,37.25648,127.0191,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808154,경기도 수원시,경기도 수원시 권선구 새터로37번길 32,경기도 수원시 권선구 세류동 649-4,생활방범,5,200,,30,,031-5191-3004,37.25185,127.0071,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808155,경기도 수원시,경기도 수원시 영통구 매탄동 258-4,경기도 수원시 영통구 매탄동 258-4,생활방범,4,200,,30,,031-5191-3308,37.26612,127.0548,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808156,경기도 수원시,경기도 수원시 영통구 삼성로268번길 37,경기도 수원시 영통구 원천동 337-3,생활방범,4,200,,30,,031-5191-3308,37.26436,127.0648,2025-10-24,I,2026-05-15 18:45:39,2025-10-30 20:11:45
3740000,202537400000808157,경기도 수원시,경기도 수원시 권선구 경수대로 270,경기도 수원시 권선구 권선동 1189,생활방범,5,200,,30,,031-5191-3004,37.25158,127.0197,2025-10-24,I,2026-05-15 18:45:39,2025-10-30 20:11:45
3740000,202537400000808158,경기도 수원시,경기도 수원시 영통구 동탄원천로1133번길 27-2,경기도 수원시 영통구 원천동 203-1,생활방범,5,200,,30,,031-5191-3308,37.27011,127.0591,2025-10-24,I,2026-05-15 18:45:39,2025-10-30 20:11:45
3740000,202537400000808159,경기도 수원시,경기도 수원시 권선구 새터로37번길 55,경기도 수원시 권선구 세류동 653-5,생활방범,5,200,,30,,031-5191-3004,37.25191,127.0089,2025-10-24,I,2026-05-15 18:45:39,2025-10-30 20:11:45
3740000,202537400000808160,경기도 수원시,경기도 수원시 권선구 곡선로50번길 45-4,경기도 수원시 권선구 곡반정동 577-1,생활방범,4,200,,30,,031-5191-3004,37.23683,127.0287,2025-10-24,I,2026-05-15 18:45:39,2025-10-30 20:11:45
3740000,202537400000808161,경기도 수원시,경기도 수원시 권선구 권선로699번길 24-27,경기도 수원시 권선구 권선동 1013-24,생활방범,4,200,,30,,031-5191-3004,37.25961,127.0298,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808162,경기도 수원시,경기도 수원시 권선구 동수원로285번길 6,경기도 수원시 권선구 권선동 1172-6,생활방범,4,200,,30,,031-5191-3004,37.25519,127.0355,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808163,경기도 수원시,경기도 수원시 권선구 세지로140번길 14,경기도 수원시 권선구 권선동 949-20,생활방범,4,200,,30,,031-5191-3004,37.26375,127.0213,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808164,경기도 수원시,경기도 수원시 권선구 세지로27번길 33,경기도 수원시 권선구 세류동 1018-64,생활방범,5,200,,30,,031-5191-3004,37.25504,127.0137,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808165,경기도 수원시,경기도 수원시 권선구 경수대로225번길 19,경기도 수원시 권선구 세류동 1152,생활방범,5,200,,30,,031-5191-3004,37.24733,127.0162,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808166,경기도 수원시,경기도 수원시 권선구 새터로 3-3,경기도 수원시 권선구 세류동 440-7,생활방범,5,200,,30,,031-5191-3004,37.25501,127.0081,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808167,경기도 수원시,경기도 수원시 권선구 효원로 218,경기도 수원시 권선구 권선동 1010,생활방범,5,200,,30,,031-5191-3004,37.26308,127.0258,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808168,경기도 수원시,경기도 수원시 권선구 세권로43번길 48-11,경기도 수원시 권선구 세류동 342-14,생활방범,5,200,,30,,031-5191-3004,37.26113,127.0111,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808169,경기도 수원시,경기도 수원시 영통구 이의동 433-2,경기도 수원시 영통구 이의동 433-2,생활방범,3,200,,30,,031-5191-3308,37.29651,127.0497,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808170,경기도 수원시,경기도 수원시 영통구 광교호수로 124,경기도 수원시 영통구 하동 1030,생활방범,1,200,,30,,031-5191-3308,37.27951,127.0676,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808171,경기도 수원시,경기도 수원시 영통구 삼성로 320,경기도 수원시 영통구 원천동 295-1,생활방범,3,200,,30,,031-5191-3308,37.26667,127.0692,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808172,경기도 수원시,경기도 수원시 영통구 동수원로551번길 49,경기도 수원시 영통구 원천동 70-4,생활방범,5,200,,30,,031-5191-3308,37.27561,127.0477,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808173,경기도 수원시,경기도 수원시 팔달구 창룡대로 49-13,경기도 수원시 팔달구 매향동 122-50,생활방범,3,200,,30,,031-5191-3302,37.28362,127.0209,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808174,경기도 수원시,경기도 수원시 권선구 매송고색로 662-11,경기도 수원시 권선구 고색동 407-15,생활방범,3,200,,30,,031-5191-3004,37.24949,126.9772,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:45
3740000,202537400000808175,경기도 수원시,경기도 수원시 권선구 권중로 68-8,경기도 수원시 권선구 권선동 1257-7,생활방범,4,200,,30,,031-5191-3004,37.25237,127.0308,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:46
3740000,202537400000808176,경기도 수원시,경기도 수원시 권선구 정조로536번길 23-13,경기도 수원시 권선구 세류동 510-49,생활방범,4,200,,30,,031-5191-3004,37.25701,127.0136,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:46
3740000,202537400000808177,경기도 수원시,경기도 수원시 영통구 인계로189번길 14,경기도 수원시 영통구 매탄동 894,생활방범,4,200,,30,,031-5191-3308,37.26608,127.0375,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:46
3740000,202537400000808178,경기도 수원시,경기도 수원시 팔달구 중부대로206번길 17,경기도 수원시 팔달구 인계동 157-1,생활방범,4,200,,30,,031-5191-3302,37.27508,127.0379,2025-10-24,I,2026-05-15 18:45:39,2025-10-30 20:11:46
3740000,202537400000808179,경기도 수원시,경기도 수원시 팔달구 팔달문로 42,경기도 수원시 팔달구 지동 319-2,생활방범,4,200,,30,,031-5191-3302,37.27837,127.0218,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:46
3740000,202537400000808180,경기도 수원시,경기도 수원시 장안구 파장로22번길 22,경기도 수원시 장안구 파장동 602,생활방범,5,200,,30,,031-5191-2591,37.30541,126.9988,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:46
3740000,202537400000808181,경기도 수원시,경기도 수원시 팔달구 정조로777번길 9,경기도 수원시 팔달구 팔달로3가 102-3,생활방범,6,200,,30,,031-5191-3302,37.27747,127.0156,2025-10-24,I,2026-05-15 18:45:38,2025-10-30 20:11:46
